address,county,region,house_area_m2,rooms,maintenance_fee,sold_price,sold_date,price_change_perc,price_per_m2,housing_type,other_usable_area
Hinderbanan 20,Göteborgs kommun,Kviberg,74.0,3.0,3542.0,4220000.0,9 february 2022,8.0,57027.0,Lägenhet,
Lambergsgatan 1A,Göteborgs kommun,Övre Eriksberg,49.0,2.0,3239.0,1800000.0,9 february 2022,1.0,36735.0,Lägenhet,
Paradisgatan 20,Göteborgs kommun,Masthugget,74.5,2.0,4116.0,3750000.0,9 february 2022,8.0,50336.0,Lägenhet,
Marbogatan 4A,Göteborgs kommun,Gamlestaden,34.5,1.0,2682.0,1775000.0,9 february 2022,9.0,51449.0,Lägenhet,
Tenorgatan 12,Göteborgs kommun,Flatås,61.2,2.0,3731.0,2550000.0,9 february 2022,9.0,41667.0,Lägenhet,
Tynneredsvägen 11,Göteborgs kommun,Önnered,189.0,9.0,,7455000.0,9 february 2022,10.0,,Villa,123.0
Mölndalsvägen 31,Göteborgs kommun,Almedal,81.5,3.0,3737.0,4470000.0,9 february 2022,6.0,54847.0,Lägenhet,
Andra långgatan 8B,Göteborgs kommun,Linnéstaden,71.0,3.0,3706.0,5100000.0,9 february 2022,16.0,71831.0,Lägenhet,
Långströmsgatan 38D,Göteborgs kommun,Göteborg – Hisingen,30.0,1.0,2298.0,1350000.0,9 february 2022,4.0,45000.0,Lägenhet,
Ångaren Indias gata 9,Göteborgs kommun,Sannegården,70.0,2.5,4126.0,4170000.0,9 february 2022,10.0,59571.0,Lägenhet,
Långängen 7,Göteborgs kommun,Centrala Hisingen - Kvillebäcken,37.0,2.0,2295.0,2445000.0,9 february 2022,11.0,66081.0,Lägenhet,
Sveagatan 5,Göteborgs kommun,Linnéstaden,40.8,1.0,1764.0,3150000.0,9 february 2022,0.0,77206.0,Lägenhet,
Penselgatan 10,Göteborgs kommun,Kvillebäcken,94.0,3.0,4899.0,5600000.0,9 february 2022,,59574.0,Lägenhet,
Skillnadsgatan 58A,Göteborgs kommun,Örgryte,48.0,2.0,3484.0,2920000.0,9 february 2022,6.0,60833.0,Lägenhet,
Sixten Camps Gata 14,Göteborgs kommun,Nya Gårda,68.0,3.0,3403.0,4175000.0,9 february 2022,8.0,61397.0,Lägenhet,
Svängrumsgatan 38,Göteborgs kommun,Flatås,76.5,3.0,3995.0,2925000.0,9 february 2022,5.0,38235.0,Lägenhet,
Miragatan 1,Göteborgs kommun,Sannegårdshamnen,146.0,3.0,8941.0,7900000.0,9 february 2022,0.0,54110.0,Lägenhet,
Chapmansgatan 2,Göteborgs kommun,Majorna,96.0,4.0,4205.0,6100000.0,9 february 2022,28.0,63542.0,Lägenhet,
Monsungatan 92A,Göteborgs kommun,Eriksberg,88.0,4.0,3652.0,6960000.0,9 february 2022,7.0,79091.0,Lägenhet,
Hedåsgatan 20,Göteborgs kommun,Lorensberg,83.0,3.0,3725.0,6500000.0,9 february 2022,0.0,78313.0,Lägenhet,
Valthornsgatan 6,Göteborgs kommun,Västra Frölunda,80.0,3.0,4212.0,3900000.0,9 february 2022,3.0,48750.0,Lägenhet,
Inägogatan 21K,Göteborgs kommun,Övre Eriksberg,89.3,3.0,4595.0,5250000.0,9 february 2022,22.0,58791.0,Lägenhet,
Sjömansgatan 3,Göteborgs kommun,Masthugget,80.9,3.0,4509.0,4930000.0,9 february 2022,20.0,60939.0,Lägenhet,
Fyrverkaregatan 5D,Göteborgs kommun,Landala Egnahem,72.5,3.0,4310.0,4640000.0,9 february 2022,17.0,64000.0,Lägenhet,
Kungsladugårdsgatan 22B,Göteborgs kommun,Göteborg,40.0,1.0,2502.0,2520000.0,9 february 2022,5.0,63000.0,Lägenhet,
Gullrisgatan 5B,Göteborgs kommun,Centrala Hisingen,33.5,1.0,3021.0,1650000.0,9 february 2022,0.0,49254.0,Lägenhet,
Hjälmavägen 84 (tomt),Göteborgs kommun,Torslanda - Björlanda,,,,5400000.0,9 february 2022,,,Tomt,0
Norra Ligården 25,Göteborgs kommun,Hisings Kärra,113.0,4.0,,4530000.0,9 february 2022,9.0,,Radhus,0
Solarvsplan 1,Göteborgs kommun,Askim,75.6,3.0,4141.0,2900000.0,9 february 2022,8.0,38360.0,Lägenhet,
Ceresplatsen 13,Göteborgs kommun,Sannegården,84.0,3.0,4070.0,5325000.0,9 february 2022,12.0,63393.0,Lägenhet,
Gustavsplatsen 1 K,Göteborgs kommun,Bagaregården,51.7,2.0,3573.0,2795000.0,9 february 2022,0.0,54062.0,Lägenhet,
Ceresplatsen 13,Göteborgs kommun,Sannegården,84.0,3.0,4070.0,5325000.0,9 february 2022,12.0,63393.0,Lägenhet,
Gamlestads Brygga 5,Göteborgs kommun,Gamlestaden,73.0,3.0,4180.0,4345000.0,9 february 2022,-1.0,59521.0,Lägenhet,
Föreningsgatan 3B,Göteborgs kommun,Vasastaden,43.0,2.0,2709.0,3100000.0,8 february 2022,4.0,72093.0,Lägenhet,
Julaftonsgatan 17,Göteborgs kommun,Kortedala,96.0,5.0,,3650000.0,8 february 2022,14.0,,Radhus,0
Guldringen 13,Göteborgs kommun,Tynnered,81.0,3.0,5544.0,2720000.0,8 february 2022,9.0,33580.0,Lägenhet,
Kalendervägen 59,Göteborgs kommun,Kortedala,65.0,3.0,3742.0,1950000.0,8 february 2022,0.0,30000.0,Lägenhet,
Skvaltkvarnsvägen 41,Göteborgs kommun,Gerrebacka,76.0,4.0,4523.0,3000000.0,8 february 2022,0.0,39474.0,Lägenhet,
Önneredsvägen 106,Göteborgs kommun,Önnered,84.0,4.0,4500.0,4475000.0,8 february 2022,0.0,53274.0,Lägenhet,
Nylösegatan 10C,Göteborgs kommun,Gamlestaden,53.0,2.0,2871.0,2750000.0,8 february 2022,22.0,51887.0,Lägenhet,
Räntmästaregatan 28A,Göteborgs kommun,Lunden,51.0,2.0,3828.0,3175000.0,8 february 2022,2.0,62255.0,Lägenhet,
Rustmästaregatan 17,Göteborgs kommun,Kviberg,81.0,3.5,3991.0,3800000.0,8 february 2022,4.0,46914.0,Lägenhet,
Stabbegatan 87B,Göteborgs kommun,Björkekärr,62.0,3.0,3506.0,3600000.0,8 february 2022,20.0,58065.0,Lägenhet,
Ceresplatsen 2,Göteborgs kommun,Sannegårdshamnen,82.0,3.0,3975.0,6820000.0,8 february 2022,14.0,83171.0,Lägenhet,
Kvarngärdesgatan 6C,Göteborgs kommun,Örgryte Bö,71.0,3.0,3988.0,4190000.0,8 february 2022,0.0,59014.0,Lägenhet,
Lövskogsgatan 6B,Göteborgs kommun,Norra Guldheden,37.5,1.0,2130.0,2950000.0,8 february 2022,23.0,78667.0,Lägenhet,
Malörtsgatan 163,Göteborgs kommun,Gårdsten,121.0,5.0,4521.0,3000000.0,8 february 2022,16.0,24793.0,Radhus,0
Johannas väg 33,Göteborgs kommun,Hisings Kärra,96.0,4.0,5580.0,4530000.0,8 february 2022,16.0,47188.0,Villa,0
Gitarrgatan 3,Göteborgs kommun,Ruddalen,69.3,3.0,4673.0,2395000.0,8 february 2022,9.0,34560.0,Lägenhet,
Ångaren Indias Gata 11,Göteborgs kommun,Sannegårdshamnen,86.0,3.0,4826.0,5590000.0,8 february 2022,12.0,65000.0,Lägenhet,
Burgårdsgatan 12,Göteborgs kommun,Lorensberg,55.0,1.5,2570.0,4220000.0,8 february 2022,6.0,76727.0,Lägenhet,
Karl Gustavsgatan 33,Göteborgs kommun,Vasastaden,66.0,2.0,4623.0,3900000.0,8 february 2022,9.0,59091.0,Lägenhet,
Håkansdal 68,Göteborgs kommun,Tuve,184.0,8.0,,7500000.0,8 february 2022,,,Villa,105.0
Linnégatan 56,Göteborgs kommun,Linnéstaden,99.0,3.0,4041.0,8100000.0,8 february 2022,17.0,81818.0,Lägenhet,
Kamomillvägen 51,Göteborgs kommun,Hildedal,120.0,4.0,6732.0,5200000.0,8 february 2022,,43333.0,Radhus,0
Kobergsgatan 20,Göteborgs kommun,Strömmensberg,45.0,2.0,3161.0,2925000.0,8 february 2022,,65000.0,Lägenhet,
Gibraltargatan 104,Göteborgs kommun,Johanneberg,72.0,3.0,4079.0,3850000.0,8 february 2022,3.0,53472.0,Lägenhet,
Seglaregatan 4,Göteborgs kommun,Majorna,53.3,2.0,4219.0,2250000.0,8 february 2022,0.0,42214.0,Lägenhet,
Generalsgatan 6,Göteborgs kommun,Kviberg,55.0,2.0,3280.0,2600000.0,8 february 2022,9.0,47273.0,Lägenhet,
Ångaren Indias Gata 5,Göteborgs kommun,Sannegårdshamnen,30.0,1.0,2489.0,2200000.0,8 february 2022,0.0,73333.0,Lägenhet,
Lillåsgatan 16,Göteborgs kommun,Påvelund,119.0,5.0,,6640000.0,8 february 2022,6.0,,Radhus,0
Ernst torulfsgatan 6B,Göteborgs kommun,Munkebäck,57.0,2.0,3922.0,2650000.0,8 february 2022,16.0,46491.0,Lägenhet,
Valthornsgatan 6,Göteborgs kommun,Västra Frölunda,36.0,1.0,2548.0,2000000.0,8 february 2022,8.0,55556.0,Lägenhet,
Solarvsplan 18,Göteborgs kommun,Askim,61.1,2.0,3753.0,2650000.0,8 february 2022,6.0,43372.0,Lägenhet,
Knapegatan 5A,Göteborgs kommun,Hisingen,32.0,2.0,1962.0,2225000.0,8 february 2022,17.0,69531.0,Lägenhet,
Västergatan 2 C,Göteborgs kommun,Vasastaden,43.5,2.0,2846.0,4000000.0,8 february 2022,7.0,91954.0,Lägenhet,
Cosselsgatan 3D,Göteborgs kommun,Johanneberg,61.3,2.5,3671.0,3400000.0,7 february 2022,14.0,55465.0,Lägenhet,
Utjordsgatan 10,Göteborgs kommun,Kålltorp,58.0,2.0,2930.0,2800000.0,7 february 2022,,48276.0,Lägenhet,
Beryllgatan 51,Göteborgs kommun,Tynnered - Fiskebäck,80.1,3.0,4988.0,2615000.0,7 february 2022,1.0,32647.0,Lägenhet,
Bäckebolsängen 11,Göteborgs kommun,Hisings Backa,68.5,2.0,4749.0,1850000.0,7 february 2022,12.0,27007.0,Lägenhet,
Holmbacken 3,Göteborgs kommun,Billdal,74.0,3.0,4875.0,3750000.0,7 february 2022,0.0,50676.0,Lägenhet,
Madängsgatan 4B,Göteborgs kommun,Brämaregården,34.0,1.0,2339.0,1875000.0,7 february 2022,4.0,55147.0,Lägenhet,
Teleskopgatan 14,Göteborgs kommun,Bergsjön,74.0,3.0,5050.0,1500000.0,7 february 2022,0.0,20270.0,Lägenhet,
Madängsgatan 4B,Göteborgs kommun,Brämaregården,34.0,1.0,2339.0,1875000.0,7 february 2022,4.0,55147.0,Lägenhet,
Noleredsvägen 7D,Göteborgs kommun,Torslanda - Centralt,58.5,2.0,3299.0,2550000.0,7 february 2022,,43590.0,Lägenhet,
Mölndalsvägen 87B,Göteborgs kommun,Johanneberg - Almedal,35.0,1.0,2084.0,2440000.0,7 february 2022,4.0,69714.0,Lägenhet,
Sandenvägen 39,Göteborgs kommun,Torslanda - Tumlehed,,,,3900000.0,7 february 2022,9.0,,Tomt,0
Barken Beatrices Gata 24,Göteborgs kommun,Sannegårdshamnen,95.5,3.0,5789.0,5300000.0,7 february 2022,9.0,55497.0,Lägenhet,
Alivallsgatan 30,Göteborgs kommun,Kviberg,134.0,5.0,,5820000.0,7 february 2022,9.0,,Radhus,0
Viloplatsen 4Q,Göteborgs kommun,Bagaregården,41.0,1.5,2495.0,2900000.0,7 february 2022,29.0,70732.0,Lägenhet,
Glöstorpsvägen 16N,Göteborgs kommun,Tuve,84.0,4.0,5763.0,3800000.0,7 february 2022,,45238.0,Lägenhet,
Båtsman Kapers Gata 44,Göteborgs kommun,Hisings Backa,77.4,3.0,5331.0,2925000.0,7 february 2022,1.0,37791.0,Lägenhet,
Ebbe Lieberathsgatan 16C,Göteborgs kommun,Johanneberg Almedal,34.0,1.0,2049.0,2500000.0,7 february 2022,6.0,73529.0,Lägenhet,
Sjöbacken 3,Göteborgs kommun,Billdal,82.0,3.0,6088.0,3200000.0,7 february 2022,8.0,39024.0,Lägenhet,
Kransen 2B,Göteborgs kommun,Strömmensberg,81.0,2.0,5704.0,3100000.0,7 february 2022,,38272.0,Lägenhet,
Berguven 12,Göteborgs kommun,Nya Hovås,87.0,3.0,4585.0,5100000.0,7 february 2022,4.0,58621.0,Lägenhet,
Gustavsplatsen 1 M,Göteborgs kommun,Bagaregården,41.0,2.0,3030.0,2800000.0,7 february 2022,12.0,68293.0,Lägenhet,
Andalen 98,Göteborgs kommun,Torslanda - Andalen,94.7,3.0,2179.0,6700000.0,6 february 2022,0.0,70750.0,Lägenhet,
Andalen 98,Göteborgs kommun,Torslanda - Andalen,91.6,3.0,2129.0,6400000.0,6 february 2022,0.0,69869.0,Lägenhet,
Andalen 98,Göteborgs kommun,Torslanda - Andalen,91.6,3.0,2129.0,6400000.0,6 february 2022,0.0,69869.0,Lägenhet,
Sofiagatan 42A,Göteborgs kommun,Strömmensberg,21.2,1.0,1275.0,2000000.0,6 february 2022,,94340.0,Lägenhet,
Nymilsgatan 13,Göteborgs kommun,Flatås,76.5,3.0,3995.0,2850000.0,6 february 2022,6.0,37255.0,Lägenhet,
Kung Sverres gata 2,Göteborgs kommun,Centrala Hisingen - Tolered,120.0,7.0,,4850000.0,6 february 2022,,,Radhus,65.0
Lergöksgatan 13,Göteborgs kommun,Västra Frölunda,70.0,3.0,4582.0,2875000.0,6 february 2022,,41071.0,Lägenhet,
Övre hallegatan 20,Göteborgs kommun,Centrala Hisingen,73.6,3.0,5060.0,2700000.0,6 february 2022,,36685.0,Lägenhet,
Mölndalsvägen 69B,Göteborgs kommun,Almedal,45.0,1.5,3054.0,3150000.0,6 february 2022,-2.0,70000.0,Lägenhet,
Hovås Allé 23,Göteborgs kommun,Hovås,86.0,3.0,4320.0,5600000.0,6 february 2022,8.0,65116.0,Lägenhet,
Solventilsgatan 7,Göteborgs kommun,Centrala Hisingen,63.0,3.0,3843.0,3260000.0,6 february 2022,9.0,51746.0,Lägenhet,
Röds pallasstig 17,Göteborgs kommun,Torslanda - Centralt,120.0,5.0,,5600000.0,6 february 2022,,,Radhus,0
Bandtraktorgatan 4,Göteborgs kommun,Angered,31.0,1.0,1819.0,1180000.0,5 february 2022,19.0,38065.0,Lägenhet,
Lågtrycksgatan 9,Göteborgs kommun,Länsmansgården,63.7,2.0,3643.0,1495000.0,5 february 2022,0.0,23469.0,Lägenhet,
Färgspelsgatan 7,Göteborgs kommun,Åkered,158.0,6.0,,7100000.0,5 february 2022,0.0,,Radhus,0
Uppegårdsvägen 85,Göteborgs kommun,Grimmered,145.0,5.0,,7775000.0,5 february 2022,17.0,,Villa,35.0
Såggatan 35F,Göteborgs kommun,Majorna,35.5,1.0,2373.0,2500000.0,5 february 2022,11.0,70423.0,Lägenhet,
Arvid Lindmansgatan 23E,Göteborgs kommun,Tolered,52.0,2.0,3142.0,1900000.0,5 february 2022,6.0,36538.0,Lägenhet,
Bäckebolslyckan 19,Göteborgs kommun,Hisings Backa,83.6,4.0,5615.0,2300000.0,5 february 2022,21.0,27512.0,Lägenhet,
Ingenjörsgatan 7 B,Göteborgs kommun,Kungshöjd,55.0,2.0,1864.0,4800000.0,5 february 2022,,87273.0,Lägenhet,
Vaktmästaregången 13,Göteborgs kommun,Masthugget/ Gamla Masthugget,24.5,1.0,1710.0,2220000.0,4 february 2022,31.0,90612.0,Lägenhet,
Skomakareängen 27,Göteborgs kommun,Torslanda - Björlanda,120.0,5.0,5769.0,5600000.0,4 february 2022,7.0,46667.0,Radhus,0
Träkilsgatan 40,Göteborgs kommun,Björkekärr,43.0,2.0,2530.0,2500000.0,4 february 2022,6.0,58140.0,Lägenhet,
Vårmånadsgatan 9,Göteborgs kommun,Kortedala,71.5,4.0,4070.0,1920000.0,4 february 2022,7.0,26853.0,Lägenhet,
Lövmånadsgatan 5,Göteborgs kommun,Kortedala,51.5,2.0,3477.0,1530000.0,4 february 2022,2.0,29709.0,Lägenhet,
Västra Gunnesgärde 11,Göteborgs kommun,Tuve,69.0,2.0,4086.0,1925000.0,4 february 2022,4.0,27899.0,Lägenhet,
Sagogången 7,Göteborgs kommun,Hisings Backa,96.5,4.0,6690.0,2390000.0,4 february 2022,0.0,24767.0,Lägenhet,
Solventilsgatan 16,Göteborgs kommun,Kvillebäcken,55.0,2.0,3007.0,2950000.0,4 february 2022,5.0,53636.0,Lägenhet,
Bögatan 43A,Göteborgs kommun,Örgryte - Bö,53.0,2.0,3549.0,3430000.0,4 february 2022,19.0,64717.0,Lägenhet,
Monsungatan 65B,Göteborgs kommun,Västra Eriksberg,53.0,2.0,2296.0,3500000.0,4 february 2022,3.0,66038.0,Lägenhet,
Bergums Furåsväg 45B,Göteborgs kommun,Olofstorp,,,,900000.0,4 february 2022,13.0,,Tomt,0
Olof rudbecksgatan 15,Göteborgs kommun,Johanneberg,51.5,2.0,3588.0,3650000.0,4 february 2022,0.0,70874.0,Lägenhet,
Storgatan 7,Göteborgs kommun,Vasastaden,62.0,2.0,4030.0,4400000.0,4 february 2022,11.0,70968.0,Lägenhet,
Gamla björlandavägen 164,Göteborgs kommun,Centrala Hisingen Tolered,72.0,5.0,,4020000.0,4 february 2022,1.0,,Radhus,36.0
Kärralundsgatan 65B,Göteborgs kommun,Kärralund,75.0,3.0,3579.0,4225000.0,4 february 2022,,56333.0,Lägenhet,
Artillerigatan 38,Göteborgs kommun,Gamlestaden,84.0,4.0,4983.0,4200000.0,4 february 2022,5.0,50000.0,Lägenhet,
Ordonnansgatan 3,Göteborgs kommun,Kviberg,47.0,2.0,2783.0,2550000.0,4 february 2022,9.0,54255.0,Lägenhet,
Lurebackavägen 46B,Göteborgs kommun,Torslanda - Låssby,75.0,3.0,,4700000.0,4 february 2022,,,Villa,0
Carl larssonsgatan 5A,Göteborgs kommun,Örgryte,50.5,2.0,3713.0,3200000.0,4 february 2022,,63366.0,Lägenhet,
Lindholmsallén 53,Göteborgs kommun,Lindholmen,52.2,2.0,3379.0,3150000.0,4 february 2022,,60345.0,Lägenhet,
Planåsvägen 11,Göteborgs kommun,Bäckedalen,121.0,4.0,,6850000.0,4 february 2022,7.0,,Villa,37.0
Fagottgatan 2,Göteborgs kommun,Västra Frölunda,68.0,3.0,3643.0,2530000.0,4 february 2022,6.0,37206.0,Lägenhet,
Barken Beatrices Gata 10,Göteborgs kommun,Sannegården,156.0,5.0,7496.0,8825000.0,4 february 2022,15.0,56571.0,Lägenhet,
Generalsgatan 6,Göteborgs kommun,Kviberg,70.0,3.0,4016.0,3000000.0,4 february 2022,0.0,42857.0,Lägenhet,
Såggatan 56 A,Göteborgs kommun,Majorna,89.0,4.0,5116.0,6000000.0,4 february 2022,,67416.0,Lägenhet,
Mors Backe 1,Göteborgs kommun,Majorna,51.0,1.0,3317.0,2800000.0,4 february 2022,8.0,54902.0,Lägenhet,
Rymdvågsgatan 16,Göteborgs kommun,Järnbrott,89.0,5.0,,6700000.0,4 february 2022,12.0,,Villa,77.0
Virginsgatan 12,Göteborgs kommun,Kålltorp,45.0,1.0,2762.0,2450000.0,4 february 2022,,54444.0,Lägenhet,
Chalmersgatan 18,Göteborgs kommun,Lorensberg,68.0,2.0,2138.0,5700000.0,4 february 2022,4.0,83824.0,Lägenhet,
Hjalmar selandersgatan 3B,Göteborgs kommun,Munkebäck,48.0,2.0,3381.0,2650000.0,4 february 2022,,55208.0,Lägenhet,
Hultavägen 78A,Göteborgs kommun,Gunnilse,156.0,6.0,,5800000.0,4 february 2022,5.0,,Villa,0
Ebbe Lieberathsgatan 16C,Göteborgs kommun,Johanneberg - Almedal,34.0,1.0,2049.0,2650000.0,4 february 2022,,77941.0,Lägenhet,
Hedåsgatan 4A,Göteborgs kommun,Lorensberg,69.0,2.0,2261.0,4800000.0,4 february 2022,0.0,69565.0,Lägenhet,
Södra vägen 71,Göteborgs kommun,Lorensberg,63.0,2.0,3356.0,3525000.0,4 february 2022,4.0,55952.0,Lägenhet,
"Befälsgatan 10, vån 14",Göteborgs kommun,Kviberg,57.0,2.0,2685.0,2250000.0,4 february 2022,3.0,39474.0,Lägenhet,
Viktoriagatan 12,Göteborgs kommun,Vasastaden,49.0,2.0,1379.0,4400000.0,4 february 2022,11.0,89796.0,Lägenhet,
Lerbäcksvägen 83,Göteborgs kommun,Säve,140.0,5.0,,5600000.0,4 february 2022,12.0,,Villa,0
Västergatan 2 C,Göteborgs kommun,Vasastaden,43.0,2.0,2560.0,3670000.0,4 february 2022,15.0,85349.0,Lägenhet,
Östra Midvintersgatan 14,Göteborgs kommun,Kortedala,61.0,3.0,4045.0,1700000.0,3 february 2022,0.0,27869.0,Lägenhet,
Decenniumgatan 71,Göteborgs kommun,Kortedala,120.0,5.0,4379.0,4500000.0,3 february 2022,19.0,37500.0,Radhus,0
Gamla Boråsvägen 12,Göteborgs kommun,Örgryte,153.0,6.0,,10000000.0,3 february 2022,21.0,,Villa,58.0
Östra Midvintersgatan 13,Göteborgs kommun,Kortedala,63.0,3.0,4045.0,1945000.0,3 february 2022,3.0,30873.0,Lägenhet,
Lövkullen 10,Göteborgs kommun,Gunnilse,87.0,7.0,,3200000.0,3 february 2022,-7.0,,Villa,78.0
Hjuviks bryggväg 34,Göteborgs kommun,Torslanda - Hjuvik,59.3,2.0,4104.0,3620000.0,3 february 2022,8.0,61046.0,Lägenhet,
Röds månstig 5,Göteborgs kommun,Torslanda - Centralt,122.0,4.0,,5420000.0,3 february 2022,16.0,,Radhus,0
De Geersgatan 2,Göteborgs kommun,Lunden,52.5,2.0,3452.0,3000000.0,3 february 2022,4.0,57143.0,Lägenhet,
Kastellgatan 4,Göteborgs kommun,Linnéstaden,56.0,2.0,2966.0,4900000.0,3 february 2022,15.0,87500.0,Lägenhet,
Ulfsparregatan 22,Göteborgs kommun,Lunden,57.0,2.0,3016.0,3900000.0,3 february 2022,,68421.0,Lägenhet,
Ulfsparregatan 26,Göteborgs kommun,Lunden,40.0,1.5,2271.0,3050000.0,3 february 2022,,76250.0,Lägenhet,
Björcksgatan 43B,Göteborgs kommun,Kålltorp,74.0,3.0,4792.0,4000000.0,3 february 2022,,54054.0,Lägenhet,
Slottsskogsgatan 71,Göteborgs kommun,Majorna,37.0,1.0,2139.0,2910000.0,3 february 2022,20.0,78649.0,Lägenhet,
Kyrkebacken 9,Göteborgs kommun,Utby,123.0,4.0,,5450000.0,3 february 2022,17.0,,Radhus,5.0
Besvärsgatan 3,Göteborgs kommun,Vasastaden,124.0,3.0,5425.0,10850000.0,3 february 2022,3.0,87500.0,Lägenhet,
Kommendörsgatan 12A,Göteborgs kommun,Majorna,60.0,2.0,3891.0,3900000.0,3 february 2022,30.0,65000.0,Lägenhet,
Sankt Pauligatan 40,Göteborgs kommun,Lunden,37.0,1.0,1468.0,2520000.0,3 february 2022,27.0,68108.0,Lägenhet,
Ambrosdalen 10A,Göteborgs kommun,Torslanda - Låssby,145.0,5.0,,7185000.0,3 february 2022,-1.0,,Villa,0
Lövskogsgatan 16,Göteborgs kommun,Norra Guldheden,74.5,3.0,4419.0,5000000.0,3 february 2022,0.0,67114.0,Lägenhet,
Föreningsgatan 16C,Göteborgs kommun,Vasastaden,48.0,2.0,3048.0,3600000.0,3 february 2022,20.0,75000.0,Lägenhet,
Fruktträdsgatan 4,Göteborgs kommun,Centrala Hisingen,40.0,1.0,3026.0,2485000.0,3 february 2022,10.0,62125.0,Lägenhet,
Stenbacken 3B,Göteborgs kommun,Bagaregården,52.0,2.0,3140.0,2340000.0,3 february 2022,4.0,45000.0,Lägenhet,
Djurgårdsgatan 22,Göteborgs kommun,Majorna,45.0,2.0,2591.0,3050000.0,3 february 2022,15.0,67778.0,Lägenhet,
Tellusgatan 33D,Göteborgs kommun,Bergsjön,68.0,3.0,3805.0,2000000.0,3 february 2022,0.0,29412.0,Lägenhet,
Lillekärr Norra 4,Göteborgs kommun,Hisings Kärra,64.4,2.0,4039.0,1555000.0,3 february 2022,4.0,24146.0,Lägenhet,
Sixten Camps gata 4,Göteborgs kommun,Gårda,89.0,3.0,4094.0,4950000.0,3 february 2022,,55618.0,Lägenhet,
Bäcktuvevägen 14,Göteborgs kommun,Bäckedalen,82.0,3.0,,4610000.0,3 february 2022,18.0,,Villa,62.0
Räntmästaregatan 26A,Göteborgs kommun,Lunden,60.0,3.0,4755.0,3925000.0,3 february 2022,,65417.0,Lägenhet,
Andra långgatan 30,Göteborgs kommun,Linné,78.0,3.0,3438.0,4950000.0,3 february 2022,16.0,63462.0,Lägenhet,
Gräddgatan 6,Göteborgs kommun,Kallebäck,82.5,3.0,5764.0,3000000.0,3 february 2022,13.0,36364.0,Lägenhet,
Kvillegatan 3,Göteborgs kommun,Kvillebäcken,30.0,1.0,1826.0,2110000.0,3 february 2022,6.0,70333.0,Lägenhet,
Korstörnegatan 9,Göteborgs kommun,Centrala Hisingen,62.0,3.0,3676.0,3215000.0,3 february 2022,7.0,51855.0,Lägenhet,
Stampgatan 56A,Göteborgs kommun,Stampen,63.9,3.0,2869.0,3595000.0,3 february 2022,7.0,56260.0,Lägenhet,
Erik Dahlbergsgatan 2,Göteborgs kommun,Vasastaden,122.0,4.0,5660.0,7500000.0,3 february 2022,0.0,61475.0,Lägenhet,
Kamgatan 17C,Göteborgs kommun,Utby,79.0,4.0,,4600000.0,3 february 2022,11.0,,Radhus,38.0
Björcksgatan 32A,Göteborgs kommun,Kålltorp,37.0,1.0,2351.0,2050000.0,3 february 2022,3.0,55405.0,Lägenhet,
Kaptensgatan 28 E,Göteborgs kommun,Majorna,60.0,3.0,3544.0,4700000.0,3 february 2022,21.0,78333.0,Lägenhet,
Älghagsgatan 3 F,Göteborgs kommun,Gamla Masthugget,37.9,2.0,2606.0,3200000.0,3 february 2022,0.0,84433.0,Lägenhet,
Raketgatan 13,Göteborgs kommun,Norra Guldheden,62.0,2.5,4935.0,4600000.0,3 february 2022,16.0,74194.0,Lägenhet,
Gösta Andrées Gata 17,Göteborgs kommun,Torslanda - Amhult,83.8,3.0,4993.0,3800000.0,2 february 2022,3.0,45346.0,Lägenhet,
Ingebäckslyckan 13,Göteborgs kommun,Hisings Kärra,46.0,1.0,3648.0,1500000.0,2 february 2022,0.0,32609.0,Lägenhet,
Kapplandsgatan 134,Göteborgs kommun,Högsbo,58.8,2.0,3400.0,2610000.0,2 february 2022,9.0,44388.0,Lägenhet,
Övre hallegatan 54,Göteborgs kommun,Centrala Hisingen,35.0,1.5,2494.0,1895000.0,2 february 2022,6.0,54143.0,Lägenhet,
Hallegatan 13,Göteborgs kommun,Centrala Hisingen,66.0,3.0,4062.0,3120000.0,2 february 2022,12.0,47273.0,Lägenhet,
Munspelsgatan 28,Göteborgs kommun,Frölunda,51.0,2.0,3315.0,2555000.0,2 february 2022,16.0,50098.0,Lägenhet,
Ingeborg Hammarskjölds Gata 52,Göteborgs kommun,Kviberg,38.5,1.5,2349.0,2100000.0,2 february 2022,2.0,54545.0,Lägenhet,
Svangatan 17A,Göteborgs kommun,Bagaregården,77.0,2.5,3689.0,4510000.0,2 february 2022,16.0,58571.0,Lägenhet,
Hammarkullegatan 8,Göteborgs kommun,Hammarkullen,30.0,1.0,1709.0,1050000.0,6 may 2022,6.0,35000.0,Lägenhet,
Mattssonsliden 16,Göteborgs kommun,Masthugget,45.5,2.0,2411.0,3000000.0,6 may 2022,0.0,65934.0,Lägenhet,
Plantagegatan 7A,Göteborgs kommun,Linné,79.5,3.0,3964.0,5500000.0,6 may 2022,10.0,69182.0,Lägenhet,
Gröna gatan 65,Göteborgs kommun,Majorna,41.2,2.0,3354.0,2400000.0,6 may 2022,7.0,58252.0,Lägenhet,
Solhagagatan 42,Göteborgs kommun,Hisings Kärra,65.2,2.0,4736.0,1790000.0,6 may 2022,3.0,27454.0,Lägenhet,
